date,season,location,team1,team2,score1,score2,result
1924-12-17,1925,H,Ottawa Senators,Quebec Athletic Club/Bulldogs,0,0,0.5
1924-12-20,1925,H,Montreal Canadiens,Ottawa Senators,3,2,1.0
1924-12-20,1925,H,Quebec Athletic Club/Bulldogs,Montreal Maroons,3,1,1.0
1924-12-22,1925,H,Boston Bruins,Toronto Maple Leafs,1,10,0.0
1924-12-23,1925,H,Ottawa Senators,Montreal Maroons,1,2,0.0
1924-12-25,1925,H,Montreal Canadiens,Boston Bruins,5,0,1.0
1924-12-25,1925,H,Quebec Athletic Club/Bulldogs,Toronto Maple Leafs,8,1,1.0
1924-12-27,1925,H,Toronto Maple Leafs,Ottawa Senators,3,4,0.0
1924-12-27,1925,H,Montreal Maroons,Montreal Canadiens,1,1,0.5
1924-12-29,1925,H,Boston Bruins,Quebec Athletic Club/Bulldogs,1,2,0.0
1925-01-01,1925,H,Ottawa Senators,Boston Bruins,5,2,1.0
1925-01-01,1925,H,Montreal Maroons,Toronto Maple Leafs,1,2,0.0
1925-01-01,1925,H,Quebec Athletic Club/Bulldogs,Montreal Canadiens,4,2,1.0
1925-01-03,1925,H,Toronto Maple Leafs,Montreal Canadiens,1,3,0.0
1925-01-03,1925,H,Ottawa Senators,Quebec Athletic Club/Bulldogs,2,0,1.0
1925-01-03,1925,H,Montreal Maroons,Boston Bruins,4,3,1.0
1925-01-05,1925,H,Boston Bruins,Toronto Maple Leafs,2,3,0.0
1925-01-07,1925,H,Montreal Canadiens,Ottawa Senators,0,2,0.0
1925-01-07,1925,H,Quebec Athletic Club/Bulldogs,Montreal Maroons,2,6,0.0
1925-01-10,1925,H,Toronto Maple Leafs,Quebec Athletic Club/Bulldogs,3,1,1.0
1925-01-10,1925,H,Montreal Canadiens,Boston Bruins,2,3,0.0
1925-01-10,1925,H,Ottawa Senators,Montreal Maroons,4,0,1.0
1925-01-12,1925,H,Boston Bruins,Quebec Athletic Club/Bulldogs,2,4,0.0
1925-01-14,1925,H,Montreal Maroons,Montreal Canadiens,1,1,0.5
1925-01-14,1925,H,Toronto Maple Leafs,Ottawa Senators,3,2,1.0
1925-01-17,1925,H,Quebec Athletic Club/Bulldogs,Montreal Canadiens,4,2,1.0
1925-01-17,1925,H,Montreal Maroons,Toronto Maple Leafs,2,1,1.0
1925-01-17,1925,H,Ottawa Senators,Boston Bruins,3,2,1.0
1925-01-20,1925,H,Boston Bruins,Montreal Maroons,0,2,0.0
1925-01-21,1925,H,Montreal Canadiens,Toronto Maple Leafs,2,4,0.0
1925-01-21,1925,H,Quebec Athletic Club/Bulldogs,Ottawa Senators,5,4,1.0
1925-01-24,1925,H,Toronto Maple Leafs,Boston Bruins,4,3,1.0
1925-01-24,1925,H,Ottawa Senators,Montreal Canadiens,2,3,0.0
1925-01-24,1925,H,Montreal Maroons,Quebec Athletic Club/Bulldogs,0,1,0.0
1925-01-27,1925,H,Boston Bruins,Montreal Canadiens,0,4,0.0
1925-01-28,1925,H,Montreal Maroons,Ottawa Senators,1,2,0.0
1925-01-28,1925,H,Quebec Athletic Club/Bulldogs,Toronto Maple Leafs,4,0,1.0
1925-01-31,1925,H,Montreal Canadiens,Montreal Maroons,5,0,1.0
1925-01-31,1925,H,Ottawa Senators,Toronto Maple Leafs,1,2,0.0
1925-01-31,1925,H,Quebec Athletic Club/Bulldogs,Boston Bruins,8,3,1.0
1925-02-03,1925,H,Boston Bruins,Ottawa Senators,1,3,0.0
1925-02-04,1925,H,Toronto Maple Leafs,Montreal Maroons,3,2,1.0
1925-02-04,1925,H,Montreal Canadiens,Quebec Athletic Club/Bulldogs,0,3,0.0
1925-02-07,1925,H,Ottawa Senators,Quebec Athletic Club/Bulldogs,3,2,1.0
1925-02-07,1925,H,Toronto Maple Leafs,Montreal Canadiens,5,4,1.0
1925-02-07,1925,H,Montreal Maroons,Boston Bruins,0,1,0.0
1925-02-10,1925,H,Boston Bruins,Toronto Maple Leafs,1,5,0.0
1925-02-11,1925,H,Quebec Athletic Club/Bulldogs,Montreal Maroons,3,2,1.0
1925-02-11,1925,H,Montreal Canadiens,Ottawa Senators,10,3,1.0
1925-02-14,1925,H,Ottawa Senators,Montreal Maroons,3,2,1.0
1925-02-14,1925,H,Montreal Canadiens,Boston Bruins,5,1,1.0
1925-02-14,1925,H,Toronto Maple Leafs,Quebec Athletic Club/Bulldogs,3,1,1.0
1925-02-17,1925,H,Boston Bruins,Quebec Athletic Club/Bulldogs,1,2,0.0
1925-02-18,1925,H,Montreal Maroons,Montreal Canadiens,0,1,0.0
1925-02-18,1925,H,Toronto Maple Leafs,Ottawa Senators,4,2,1.0
1925-02-21,1925,H,Ottawa Senators,Boston Bruins,3,0,1.0
1925-02-21,1925,H,Quebec Athletic Club/Bulldogs,Montreal Canadiens,1,2,0.0
1925-02-21,1925,H,Montreal Maroons,Toronto Maple Leafs,1,2,0.0
1925-02-24,1925,H,Boston Bruins,Montreal Maroons,2,1,1.0
1925-02-25,1925,H,Quebec Athletic Club/Bulldogs,Ottawa Senators,2,0,1.0
1925-02-25,1925,H,Montreal Canadiens,Toronto Maple Leafs,1,3,0.0
1925-02-28,1925,H,Montreal Maroons,Quebec Athletic Club/Bulldogs,1,0,1.0
1925-02-28,1925,H,Toronto Maple Leafs,Boston Bruins,5,1,1.0
1925-02-28,1925,H,Ottawa Senators,Montreal Canadiens,1,0,1.0
1925-03-03,1925,H,Boston Bruins,Montreal Canadiens,3,2,1.0
1925-03-04,1925,H,Quebec Athletic Club/Bulldogs,Toronto Maple Leafs,3,2,1.0
1925-03-04,1925,H,Montreal Maroons,Ottawa Senators,1,5,0.0
1925-03-07,1925,H,Montreal Canadiens,Montreal Maroons,3,1,1.0
1925-03-07,1925,H,Quebec Athletic Club/Bulldogs,Boston Bruins,0,2,0.0
1925-03-07,1925,H,Ottawa Senators,Toronto Maple Leafs,3,0,1.0
1925-03-09,1925,H,Montreal Canadiens,Quebec Athletic Club/Bulldogs,4,1,1.0
1925-03-09,1925,H,Toronto Maple Leafs,Montreal Maroons,3,0,1.0
1925-03-09,1925,H,Boston Bruins,Ottawa Senators,1,4,0.0
1925-11-26,1926,H,Boston Bruins,Pittsburgh Pirates,1,2,0.0
1925-11-28,1926,H,Montreal Canadiens,Pittsburgh Pirates,0,1,0.0
1925-11-28,1926,H,Toronto Maple Leafs,Boston Bruins,2,3,0.0
1925-11-28,1926,H,Ottawa Senators,Montreal Maroons,3,2,1.0
1925-12-01,1926,H,Montreal Maroons,Toronto Maple Leafs,4,2,1.0
1925-12-01,1926,H,Boston Bruins,Montreal Canadiens,2,3,0.0
1925-12-02,1926,H,Pittsburgh Pirates,New York Americans,1,2,0.0
1925-12-03,1926,H,Ottawa Senators,Boston Bruins,2,0,1.0
1925-12-03,1926,H,Montreal Canadiens,Montreal Maroons,2,3,0.0
1925-12-05,1926,H,Toronto Maple Leafs,New York Americans,5,3,1.0
1925-12-05,1926,H,Montreal Maroons,Boston Bruins,4,0,1.0
1925-12-05,1926,H,Ottawa Senators,Pittsburgh Pirates,1,0,1.0
1925-12-08,1926,H,Montreal Canadiens,New York Americans,2,6,0.0
1925-12-08,1926,H,Boston Bruins,Montreal Maroons,3,2,1.0
1925-12-09,1926,H,Pittsburgh Pirates,Toronto Maple Leafs,6,3,1.0
1925-12-10,1926,H,Ottawa Senators,New York Americans,3,0,1.0
1925-12-11,1926,H,Pittsburgh Pirates,Boston Bruins,5,3,1.0
1925-12-12,1926,H,Montreal Maroons,Ottawa Senators,5,2,1.0
1925-12-12,1926,H,Toronto Maple Leafs,Montreal Canadiens,4,0,1.0
1925-12-15,1926,H,New York Americans,Montreal Canadiens,1,3,0.0
1925-12-15,1926,H,Boston Bruins,Ottawa Senators,1,2,0.0
1925-12-16,1926,H,Pittsburgh Pirates,Montreal Maroons,2,4,0.0
1925-12-17,1926,H,Ottawa Senators,Montreal Canadiens,3,0,1.0
1925-12-18,1926,H,Pittsburgh Pirates,New York Americans,3,2,1.0
1925-12-19,1926,H,New York Americans,Montreal Maroons,1,4,0.0
1925-12-19,1926,H,Toronto Maple Leafs,Pittsburgh Pirates,1,1,0.5
1925-12-19,1926,H,Montreal Canadiens,Boston Bruins,6,5,1.0
1925-12-22,1926,H,Boston Bruins,New York Americans,2,3,0.0
1925-12-23,1926,H,Montreal Maroons,Pittsburgh Pirates,1,0,1.0
1925-12-23,1926,H,Ottawa Senators,Toronto Maple Leafs,4,2,1.0
1925-12-26,1926,H,Montreal Canadiens,Ottawa Senators,0,3,0.0
1925-12-26,1926,H,New York Americans,Pittsburgh Pirates,3,1,1.0
1925-12-26,1926,H,Toronto Maple Leafs,Montreal Maroons,0,2,0.0
1925-12-29,1926,H,Boston Bruins,Toronto Maple Leafs,3,0,1.0
1925-12-30,1926,H,Montreal Maroons,Montreal Canadiens,4,7,0.0
1925-12-30,1926,H,New York Americans,Toronto Maple Leafs,2,1,1.0
1925-12-30,1926,H,Pittsburgh Pirates,Ottawa Senators,0,5,0.0
1926-01-01,1926,H,Toronto Maple Leafs,Ottawa Senators,3,0,1.0
1926-01-01,1926,H,Pittsburgh Pirates,Montreal Canadiens,1,2,0.0
1926-01-02,1926,H,Montreal Maroons,New York Americans,3,2,1.0
1926-01-05,1926,H,Boston Bruins,Pittsburgh Pirates,3,0,1.0
1926-01-05,1926,H,Montreal Canadiens,Toronto Maple Leafs,5,4,1.0
1926-01-05,1926,H,Ottawa Senators,Montreal Maroons,4,0,1.0
1926-01-07,1926,H,New York Americans,Boston Bruins,2,2,0.5
1926-01-07,1926,H,Montreal Maroons,Ottawa Senators,1,1,0.5
1926-01-09,1926,H,Montreal Canadiens,New York Americans,1,2,0.0
1926-01-09,1926,H,Toronto Maple Leafs,Boston Bruins,3,2,1.0
1926-01-11,1926,H,New York Americans,Ottawa Senators,0,1,0.0
1926-01-12,1926,H,Boston Bruins,Montreal Canadiens,2,4,0.0
1926-01-12,1926,H,Montreal Maroons,Toronto Maple Leafs,5,2,1.0
1926-01-13,1926,H,Ottawa Senators,Pittsburgh Pirates,1,0,1.0
1926-01-13,1926,H,New York Americans,Montreal Canadiens,1,2,0.0
1926-01-15,1926,H,Pittsburgh Pirates,Boston Bruins,5,1,1.0
1926-01-15,1926,H,Toronto Maple Leafs,New York Americans,4,3,1.0
1926-01-16,1926,H,Montreal Maroons,Montreal Canadiens,1,0,1.0
1926-01-19,1926,H,Montreal Canadiens,Ottawa Senators,1,2,0.0
1926-01-19,1926,H,Boston Bruins,Montreal Maroons,3,3,0.5
1926-01-19,1926,H,New York Americans,Pittsburgh Pirates,0,4,0.0
1926-01-21,1926,H,Pittsburgh Pirates,Toronto Maple Leafs,5,4,1.0
1926-01-21,1926,H,Ottawa Senators,New York Americans,3,2,1.0
1926-01-23,1926,H,Toronto Maple Leafs,Montreal Canadiens,6,2,1.0
1926-01-23,1926,H,New York Americans,Boston Bruins,2,2,0.5
1926-01-23,1926,H,Montreal Maroons,Pittsburgh Pirates,4,1,1.0
1926-01-25,1926,H,New York Americans,Montreal Maroons,1,1,0.5
1926-01-26,1926,H,Montreal Canadiens,Toronto Maple Leafs,6,3,1.0
1926-01-26,1926,H,Boston Bruins,Ottawa Senators,2,8,0.0
1926-01-27,1926,H,Pittsburgh Pirates,Montreal Maroons,2,1,1.0
1926-01-28,1926,H,Ottawa Senators,Montreal Canadiens,4,2,1.0
1926-01-29,1926,H,Toronto Maple Leafs,Pittsburgh Pirates,3,2,1.0
1926-01-30,1926,H,Montreal Maroons,Boston Bruins,0,5,0.0
1926-01-30,1926,H,New York Americans,Ottawa Senators,0,1,0.0
1926-02-02,1926,H,Pittsburgh Pirates,Ottawa Senators,1,0,1.0
1926-02-02,1926,H,Boston Bruins,Toronto Maple Leafs,3,2,1.0
1926-02-02,1926,H,Montreal Canadiens,Montreal Maroons,0,2,0.0
1926-02-03,1926,H,New York Americans,Toronto Maple Leafs,1,1,0.5
1926-02-04,1926,H,Ottawa Senators,Boston Bruins,2,3,0.0
1926-02-06,1926,H,Montreal Canadiens,Boston Bruins,3,3,0.5
1926-02-06,1926,H,New York Americans,Pittsburgh Pirates,1,6,0.0
1926-02-06,1926,H,Toronto Maple Leafs,Ottawa Senators,4,1,1.0
1926-02-09,1926,H,Boston Bruins,New York Americans,4,0,1.0
1926-02-09,1926,H,Toronto Maple Leafs,Montreal Maroons,3,5,0.0
1926-02-09,1926,H,Montreal Canadiens,Pittsburgh Pirates,4,2,1.0
1926-02-11,1926,H,Ottawa Senators,Toronto Maple Leafs,2,1,1.0
1926-02-13,1926,H,Pittsburgh Pirates,Montreal Canadiens,3,0,1.0
1926-02-13,1926,H,Montreal Maroons,New York Americans,2,1,1.0
1926-02-13,1926,H,Toronto Maple Leafs,Boston Bruins,4,7,0.0
1926-02-16,1926,H,New York Americans,Toronto Maple Leafs,2,3,0.0
1926-02-16,1926,H,Montreal Canadiens,Ottawa Senators,0,1,0.0
1926-02-16,1926,H,Boston Bruins,Pittsburgh Pirates,3,2,1.0
1926-02-18,1926,H,Ottawa Senators,Montreal Canadiens,4,2,1.0
1926-02-18,1926,H,Montreal Maroons,Toronto Maple Leafs,5,2,1.0
1926-02-18,1926,H,New York Americans,Boston Bruins,3,7,0.0
1926-02-19,1926,H,Pittsburgh Pirates,New York Americans,2,3,0.0
1926-02-20,1926,H,Toronto Maple Leafs,Pittsburgh Pirates,3,1,1.0
1926-02-20,1926,H,Ottawa Senators,Montreal Maroons,0,0,0.5
1926-02-20,1926,H,Montreal Canadiens,Boston Bruins,1,3,0.0
1926-02-22,1926,H,Boston Bruins,Toronto Maple Leafs,2,1,1.0
1926-02-23,1926,H,Pittsburgh Pirates,Montreal Canadiens,3,2,1.0
1926-02-23,1926,H,Montreal Maroons,Ottawa Senators,1,1,0.5
1926-02-24,1926,H,New York Americans,Montreal Canadiens,6,1,1.0
1926-02-26,1926,H,Pittsburgh Pirates,Montreal Maroons,1,0,1.0
1926-02-27,1926,H,Ottawa Senators,Boston Bruins,3,2,1.0
1926-02-27,1926,H,Toronto Maple Leafs,Montreal Maroons,3,4,0.0
1926-02-27,1926,H,Montreal Canadiens,New York Americans,0,1,0.0
1926-03-02,1926,H,Montreal Maroons,Pittsburgh Pirates,0,4,0.0
1926-03-02,1926,H,Boston Bruins,Montreal Canadiens,4,1,1.0
1926-03-02,1926,H,Ottawa Senators,New York Americans,1,3,0.0
1926-03-04,1926,H,New York Americans,Ottawa Senators,0,1,0.0
1926-03-04,1926,H,Montreal Maroons,Boston Bruins,2,3,0.0
1926-03-04,1926,H,Pittsburgh Pirates,Toronto Maple Leafs,7,2,1.0
1926-03-06,1926,H,Toronto Maple Leafs,New York Americans,4,2,1.0
1926-03-06,1926,H,Montreal Canadiens,Montreal Maroons,3,4,0.0
1926-03-06,1926,H,Boston Bruins,Ottawa Senators,1,0,1.0
1926-03-08,1926,H,Ottawa Senators,Pittsburgh Pirates,3,0,1.0
1926-03-09,1926,H,Boston Bruins,New York Americans,0,1,0.0
1926-03-09,1926,H,Montreal Canadiens,Pittsburgh Pirates,3,4,0.0
1926-03-11,1926,H,Montreal Maroons,New York Americans,5,1,1.0
1926-03-11,1926,H,Toronto Maple Leafs,Montreal Canadiens,5,3,1.0
1926-03-12,1926,H,Pittsburgh Pirates,Boston Bruins,2,1,1.0
1926-03-13,1926,H,Montreal Maroons,Montreal Canadiens,4,2,1.0
1926-03-13,1926,H,Toronto Maple Leafs,Ottawa Senators,1,1,0.5
1926-03-15,1926,H,Pittsburgh Pirates,Ottawa Senators,2,0,1.0
1926-03-16,1926,H,Boston Bruins,Montreal Maroons,1,0,1.0
1926-03-16,1926,H,Montreal Canadiens,Toronto Maple Leafs,6,1,1.0
1926-03-17,1926,H,New York Americans,Montreal Maroons,5,3,1.0
1926-03-17,1926,H,Ottawa Senators,Toronto Maple Leafs,4,0,1.0
1926-11-16,1927,H,Pittsburgh Pirates,New York Americans,0,1,0.0
1926-11-16,1927,H,New York Rangers,Montreal Maroons,1,0,1.0
1926-11-16,1927,H,Boston Bruins,Montreal Canadiens,4,1,1.0
1926-11-17,1927,H,Chicago Blackhawks,Toronto Maple Leafs,4,1,1.0
1926-11-18,1927,H,Detroit Red Wings,Boston Bruins,0,2,0.0
1926-11-18,1927,H,New York Americans,Montreal Maroons,0,2,0.0
1926-11-18,1927,H,Montreal Canadiens,Ottawa Senators,1,2,0.0
1926-11-20,1927,H,Toronto Maple Leafs,New York Rangers,1,5,0.0
1926-11-20,1927,H,Pittsburgh Pirates,Detroit Red Wings,4,1,1.0
1926-11-20,1927,H,Ottawa Senators,New York Americans,2,1,1.0
1926-11-20,1927,H,Montreal Maroons,Montreal Canadiens,2,1,1.0
1926-11-20,1927,H,Chicago Blackhawks,Boston Bruins,5,1,1.0
1926-11-23,1927,H,Montreal Canadiens,New York Americans,2,0,1.0
1926-11-23,1927,H,Boston Bruins,Montreal Maroons,1,2,0.0
1926-11-24,1927,H,Chicago Blackhawks,Detroit Red Wings,0,1,0.0
1926-11-25,1927,H,Pittsburgh Pirates,New York Rangers,2,0,1.0
1926-11-25,1927,H,Toronto Maple Leafs,Ottawa Senators,2,2,0.5
1926-11-25,1927,H,Montreal Maroons,New York Americans,1,4,0.0
1926-11-27,1927,H,Ottawa Senators,Montreal Maroons,1,0,1.0
1926-11-27,1927,H,Chicago Blackhawks,Pittsburgh Pirates,3,5,0.0
1926-11-27,1927,H,Detroit Red Wings,New York Americans,4,2,1.0
1926-11-27,1927,H,Montreal Canadiens,New York Rangers,0,2,0.0
1926-11-30,1927,H,New York Rangers,Chicago Blackhawks,4,3,1.0
1926-11-30,1927,H,Toronto Maple Leafs,Pittsburgh Pirates,6,0,1.0
1926-11-30,1927,H,Boston Bruins,Ottawa Senators,1,2,0.0
1926-11-30,1927,H,Montreal Maroons,Detroit Red Wings,0,4,0.0
1926-12-01,1927,H,New York Americans,Chicago Blackhawks,2,2,0.5
1926-12-02,1927,H,Montreal Canadiens,Toronto Maple Leafs,2,0,1.0
1926-12-04,1927,H,Ottawa Senators,Montreal Canadiens,4,1,1.0
1926-12-04,1927,H,Toronto Maple Leafs,New York Americans,0,1,0.0
1926-12-04,1927,H,Detroit Red Wings,New York Rangers,1,0,1.0
1926-12-04,1927,H,Montreal Maroons,Chicago Blackhawks,3,5,0.0
1926-12-04,1927,H,Pittsburgh Pirates,Boston Bruins,3,4,0.0
1926-12-07,1927,H,Boston Bruins,New York Rangers,0,1,0.0
1926-12-07,1927,H,Chicago Blackhawks,Ottawa Senators,2,3,0.0
1926-12-07,1927,H,Montreal Canadiens,Montreal Maroons,3,2,1.0
1926-12-09,1927,H,Pittsburgh Pirates,Montreal Canadiens,2,5,0.0
1926-12-09,1927,H,Toronto Maple Leafs,Chicago Blackhawks,5,2,1.0
1926-12-09,1927,H,Detroit Red Wings,Ottawa Senators,1,3,0.0
1926-12-11,1927,H,Pittsburgh Pirates,Montreal Maroons,2,2,0.5
1926-12-11,1927,H,Ottawa Senators,Toronto Maple Leafs,2,1,1.0
1926-12-11,1927,H,Montreal Canadiens,Chicago Blackhawks,0,3,0.0
1926-12-11,1927,H,Detroit Red Wings,New York Americans,2,4,0.0
1926-12-12,1927,H,New York Rangers,Boston Bruins,2,1,1.0
1926-12-14,1927,H,Boston Bruins,Detroit Red Wings,7,2,1.0
1926-12-14,1927,H,New York Americans,Ottawa Senators,0,2,0.0
1926-12-14,1927,H,Montreal Maroons,Toronto Maple Leafs,3,0,1.0
1926-12-15,1927,H,Chicago Blackhawks,New York Rangers,6,2,1.0
1926-12-16,1927,H,Ottawa Senators,Detroit Red Wings,0,5,0.0
1926-12-16,1927,H,Montreal Canadiens,Boston Bruins,2,2,0.5
1926-12-18,1927,H,Montreal Maroons,Ottawa Senators,0,0,0.5
1926-12-18,1927,H,Chicago Blackhawks,New York Americans,4,2,1.0
1926-12-18,1927,H,Boston Bruins,Pittsburgh Pirates,3,0,1.0
1926-12-18,1927,H,Toronto Maple Leafs,Montreal Canadiens,0,2,0.0
1926-12-19,1927,H,New York Rangers,Detroit Red Wings,1,1,0.5
1926-12-20,1927,H,New York Americans,Toronto Maple Leafs,2,0,1.0
1926-12-21,1927,H,New York Rangers,Pittsburgh Pirates,1,0,1.0
1926-12-21,1927,H,Boston Bruins,Toronto Maple Leafs,3,5,0.0
1926-12-22,1927,H,Chicago Blackhawks,Montreal Canadiens,1,3,0.0
1926-12-23,1927,H,Detroit Red Wings,Montreal Canadiens,2,3,0.0
1926-12-23,1927,H,Ottawa Senators,New York Rangers,1,0,1.0
1926-12-23,1927,H,New York Americans,Pittsburgh Pirates,2,0,1.0
1926-12-23,1927,H,Montreal Maroons,Boston Bruins,1,2,0.0
1926-12-25,1927,H,Pittsburgh Pirates,Toronto Maple Leafs,3,2,1.0
1926-12-25,1927,H,Chicago Blackhawks,Detroit Red Wings,2,0,1.0
1926-12-26,1927,H,New York Americans,New York Rangers,5,2,1.0
1926-12-28,1927,H,New York Rangers,Ottawa Senators,2,3,0.0
1926-12-28,1927,H,Boston Bruins,New York Americans,2,1,1.0
1926-12-29,1927,H,Chicago Blackhawks,Montreal Maroons,5,4,1.0
1926-12-30,1927,H,Toronto Maple Leafs,Boston Bruins,4,1,1.0
1926-12-30,1927,H,Montreal Canadiens,Pittsburgh Pirates,1,0,1.0
1926-12-30,1927,H,Detroit Red Wings,Montreal Maroons,0,2,0.0
1927-01-01,1927,H,Chicago Blackhawks,New York Rangers,0,4,0.0
1927-01-01,1927,H,Toronto Maple Leafs,Montreal Maroons,0,3,0.0
1927-01-01,1927,H,Ottawa Senators,Montreal Canadiens,2,1,1.0
1927-01-01,1927,H,Detroit Red Wings,Pittsburgh Pirates,2,3,0.0
1927-01-02,1927,H,New York Americans,Boston Bruins,3,0,1.0
1927-01-04,1927,H,Chicago Blackhawks,Pittsburgh Pirates,1,2,0.0
1927-01-04,1927,H,New York Americans,Montreal Canadiens,6,3,1.0
1927-01-04,1927,H,Boston Bruins,Ottawa Senators,2,1,1.0
1927-01-04,1927,H,Detroit Red Wings,Toronto Maple Leafs,1,2,0.0
1927-01-06,1927,H,Pittsburgh Pirates,Detroit Red Wings,1,3,0.0
1927-01-06,1927,H,New York Rangers,Montreal Canadiens,1,0,1.0
1927-01-06,1927,H,Montreal Maroons,New York Americans,3,4,0.0
1927-01-08,1927,H,Pittsburgh Pirates,Chicago Blackhawks,0,4,0.0
1927-01-08,1927,H,Boston Bruins,Montreal Maroons,0,3,0.0
1927-01-08,1927,H,Toronto Maple Leafs,New York Americans,3,1,1.0
1927-01-08,1927,H,Montreal Canadiens,Ottawa Senators,0,2,0.0
1927-01-09,1927,H,New York Rangers,Detroit Red Wings,4,1,1.0
1927-01-11,1927,H,Montreal Maroons,New York Rangers,2,3,0.0
1927-01-11,1927,H,Boston Bruins,Chicago Blackhawks,6,3,1.0
1927-01-11,1927,H,Ottawa Senators,Toronto Maple Leafs,4,1,1.0
1927-01-11,1927,H,New York Americans,Detroit Red Wings,0,1,0.0
1927-01-13,1927,H,Detroit Red Wings,Boston Bruins,3,2,1.0
1927-01-13,1927,H,Montreal Canadiens,New York Americans,3,1,1.0
1927-01-13,1927,H,New York Rangers,Toronto Maple Leafs,1,1,0.5
1927-01-13,1927,H,Pittsburgh Pirates,Ottawa Senators,1,3,0.0
1927-01-15,1927,H,Toronto Maple Leafs,Detroit Red Wings,1,1,0.5
1927-01-15,1927,H,Pittsburgh Pirates,New York Americans,1,2,0.0
1927-01-15,1927,H,Montreal Maroons,Montreal Canadiens,0,1,0.0
1927-01-15,1927,H,Ottawa Senators,Boston Bruins,5,4,1.0
1927-01-16,1927,H,New York Rangers,Chicago Blackhawks,5,4,1.0
1927-01-18,1927,H,Ottawa Senators,Pittsburgh Pirates,1,6,0.0
1927-01-18,1927,H,Montreal Canadiens,Detroit Red Wings,5,3,1.0
1927-01-18,1927,H,Boston Bruins,New York Rangers,7,3,1.0
1927-01-18,1927,H,New York Americans,Montreal Maroons,1,2,0.0
1927-01-19,1927,H,Chicago Blackhawks,Toronto Maple Leafs,4,3,1.0
1927-01-20,1927,H,Montreal Maroons,Pittsburgh Pirates,1,3,0.0
1927-01-20,1927,H,New York Rangers,Boston Bruins,2,2,0.5
1927-01-22,1927,H,Pittsburgh Pirates,Detroit Red Wings,1,0,1.0
1927-01-22,1927,H,Chicago Blackhawks,Boston Bruins,2,2,0.5
1927-01-22,1927,H,Ottawa Senators,Montreal Maroons,1,0,1.0
1927-01-22,1927,H,Montreal Canadiens,Toronto Maple Leafs,4,0,1.0
1927-01-23,1927,H,New York Rangers,New York Americans,2,0,1.0
1927-01-25,1927,H,New York Americans,Ottawa Senators,6,1,1.0
1927-01-25,1927,H,Montreal Maroons,Detroit Red Wings,2,1,1.0
1927-01-25,1927,H,Boston Bruins,Pittsburgh Pirates,3,1,1.0
1927-01-27,1927,H,Toronto Maple Leafs,Montreal Maroons,3,5,0.0
1927-01-27,1927,H,Pittsburgh Pirates,Chicago Blackhawks,4,2,1.0
1927-01-27,1927,H,Ottawa Senators,Detroit Red Wings,3,1,1.0
1927-01-27,1927,H,Montreal Canadiens,New York Rangers,2,3,0.0
1927-01-29,1927,H,Detroit Red Wings,New York Rangers,0,2,0.0
1927-01-29,1927,H,Montreal Maroons,Ottawa Senators,0,0,0.5
1927-01-29,1927,H,Pittsburgh Pirates,Boston Bruins,2,0,1.0
1927-01-29,1927,H,Toronto Maple Leafs,Chicago Blackhawks,6,1,1.0
1927-01-30,1927,H,New York Americans,Montreal Canadiens,1,2,0.0
1927-02-01,1927,H,Ottawa Senators,New York Americans,2,4,0.0
1927-02-01,1927,H,New York Rangers,Montreal Canadiens,0,1,0.0
1927-02-01,1927,H,Detroit Red Wings,Chicago Blackhawks,4,3,1.0
1927-02-01,1927,H,Boston Bruins,Toronto Maple Leafs,1,0,1.0
1927-02-03,1927,H,New York Americans,Toronto Maple Leafs,0,0,0.5
1927-02-03,1927,H,Montreal Maroons,Chicago Blackhawks,3,0,1.0
1927-02-05,1927,H,Montreal Canadiens,Montreal Maroons,1,0,1.0
1927-02-05,1927,H,Toronto Maple Leafs,Boston Bruins,1,0,1.0
1927-02-05,1927,H,Ottawa Senators,Chicago Blackhawks,2,1,1.0
1927-02-06,1927,H,New York Rangers,Pittsburgh Pirates,2,1,1.0
1927-02-08,1927,H,Boston Bruins,Detroit Red Wings,2,0,1.0
1927-02-08,1927,H,New York Americans,Pittsburgh Pirates,5,0,1.0
1927-02-08,1927,H,Montreal Maroons,Toronto Maple Leafs,3,0,1.0
1927-02-09,1927,H,Chicago Blackhawks,Ottawa Senators,5,3,1.0
1927-02-10,1927,H,Pittsburgh Pirates,Montreal Maroons,0,1,0.0
1927-02-10,1927,H,Toronto Maple Leafs,New York Rangers,2,3,0.0
1927-02-11,1927,H,Chicago Blackhawks,Montreal Canadiens,6,1,1.0
1927-02-12,1927,H,Montreal Maroons,Boston Bruins,2,3,0.0
1927-02-12,1927,H,Pittsburgh Pirates,New York Rangers,2,3,0.0
1927-02-12,1927,H,Detroit Red Wings,Montreal Canadiens,1,4,0.0
1927-02-12,1927,H,Toronto Maple Leafs,Ottawa Senators,0,1,0.0
1927-02-13,1927,H,New York Americans,Chicago Blackhawks,2,1,1.0
1927-02-15,1927,H,Montreal Canadiens,Pittsburgh Pirates,1,1,0.5
1927-02-15,1927,H,Detroit Red Wings,Toronto Maple Leafs,5,1,1.0
1927-02-15,1927,H,Ottawa Senators,New York Rangers,2,2,0.5
1927-02-15,1927,H,New York Americans,Montreal Maroons,1,2,0.0
1927-02-15,1927,H,Boston Bruins,Chicago Blackhawks,3,0,1.0
1927-02-17,1927,H,New York Rangers,Montreal Maroons,1,4,0.0
1927-02-17,1927,H,Toronto Maple Leafs,New York Americans,4,1,1.0
